longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedrooms_ratio,households_rooms
-117.67,33.64,11.0,7.909489492673759,6.318968113746434,7.356279876550748,6.2324480165505225,5.1645,164100.0,True,False,False,False,False,0.7989097298377398,1.2690823046850586
-118.31,34.05,35.0,7.60489448081162,6.349138991379798,7.322510433997394,6.318968113746434,2.1162,229200.0,True,False,False,False,False,0.8348753565745985,1.2035025883842887
-118.63,34.11,35.0,8.241703159729818,6.53813982376767,7.3277805384216315,6.483107351457199,5.8735,448100.0,True,False,False,False,False,0.7932996004653491,1.2712581657123636
-118.24,34.11,50.0,7.669495251007694,6.113682179832232,7.48324441607385,6.056784013228625,2.7679,178800.0,True,False,False,False,False,0.7971427036256337,1.2662652711829818
-118.26,33.95,44.0,7.322510433997394,5.91350300563827,6.9930151229329605,5.84354441703136,1.2969,94400.0,True,False,False,False,False,0.8075786383564167,1.253093997652435
-118.51,34.22,36.0,7.577121930876679,5.961005339623274,7.053585727193677,5.973809611869261,4.185,209200.0,True,False,False,False,False,0.786711022206499,1.268390260684208
-119.77,36.75,44.0,7.506042178518122,6.023447592961033,7.427144133408616,6.037870919922137,1.7083,48300.0,False,True,False,False,False,0.8024798488609359,1.2431604249358343
-121.29,38.03,7.0,7.611842399580417,6.091309882077698,7.38770923908104,6.008813185442595,2.5842,111300.0,False,True,False,False,False,0.8002411981642533,1.266779672568527
-121.91,37.69,23.0,7.687080155783135,5.733341276897746,6.831953565565855,5.703782474656201,5.9345,259600.0,True,False,False,False,False,0.7458412245883043,1.3477162198838024
-121.97,37.87,4.0,6.937314081223682,4.844187086458591,6.0330862217988015,4.812184355372417,13.4883,500001.0,False,True,False,False,False,0.6982799149269768,1.4416143624004614
-122.87,38.48,27.0,8.267448958304849,6.655440350367647,7.513709247839705,6.573680166960646,3.5085,187800.0,True,False,False,False,False,0.8050174103200358,1.25765914196086
-122.25,38.0,16.0,7.999342952713282,6.021023349349527,7.3343293503005365,5.993961427306569,6.5006,237700.0,False,False,False,True,False,0.752689737762433,1.3345669720647244
-118.37,34.04,25.0,6.297109319933935,5.087596335232384,6.093569770045136,4.882801922586371,2.25,333300.0,True,False,False,False,False,0.8079256809354167,1.2896507824340375
-118.53,34.27,33.0,7.564238475170491,5.723585101952381,6.799055862058796,5.683579767338681,5.634,320500.0,True,False,False,False,False,0.7566637567998379,1.330893342720238
-120.06,37.02,13.0,8.74862232231722,6.985641817639208,8.253488028345904,6.9411900550683745,3.5258,84900.0,False,True,False,False,False,0.7984847854066404,1.260392274654557
-118.44,34.15,44.0,7.483806687665835,5.529429087511423,6.464588303689961,5.529429087511423,10.0549,500001.0,True,False,False,False,False,0.7388524741859717,1.3534501608074694
-121.86,37.32,13.0,7.832014180505469,6.366470447731438,7.647308832356238,6.274762021241939,4.3621,173400.0,True,False,False,False,False,0.812877798865343,1.2481770868746525
-118.22,33.89,37.0,6.682108597449809,5.25227342804663,6.186208623900494,5.117993812416755,2.7434,95200.0,True,False,False,False,False,0.7860203634001297,1.3056109175510056
-117.95,33.71,20.0,7.930925372483388,6.0112671744041615,7.1252830915107115,6.013715156042802,6.1092,306500.0,True,False,False,False,False,0.7579528103064057,1.3188062897382333
-118.26,34.08,52.0,6.892641641172089,5.6240175061873385,6.902742737158593,5.564520407322694,2.3816,166700.0,True,False,False,False,False,0.8159451483148598,1.238676675909327
-117.04,32.76,43.0,8.06211758275474,6.501289670540389,7.336285660021297,6.439350371100098,3.141,141400.0,False,False,False,False,True,0.8063997583521931,1.2520079073407226
-122.51,37.78,47.0,7.822845290279774,6.20455776256869,7.091742115095153,6.12029741895095,4.0353,342200.0,False,False,False,True,False,0.7931331289752239,1.2781805776394195
-118.34,34.05,50.0,7.605890001053122,6.040254711277414,7.030857476116121,5.998936561946683,3.1944,213500.0,True,False,False,False,False,0.7941548865998683,1.2678730509170404
-122.22,37.78,44.0,7.425953657077541,6.244166900663736,7.438971592395862,6.206575926724928,2.0801,131900.0,False,False,False,True,False,0.8408572405663393,1.1964654496696139
-118.06,34.14,40.0,7.887208585813932,5.940171252720432,7.049254841255837,5.961005339623274,8.4889,500001.0,False,True,False,False,False,0.7531398704738866,1.3231339575200567
-118.24,33.94,42.0,5.942799375126701,4.672828834461906,6.021023349349527,4.61512051684126,0.9705,90000.0,True,False,False,False,False,0.7863009567544555,1.2876802140790353
-116.14,34.45,12.0,9.082166033252674,7.451241684987676,9.318297513481275,7.427144133408616,2.2612,137500.0,False,True,False,False,False,0.8204256184820152,1.2228342240457506
-118.4,34.28,22.0,8.165647925297504,6.698268054115413,8.050384453067021,6.742880635791903,2.6652,164800.0,True,False,False,False,False,0.8202984154342376,1.2110028882838895
-122.48,37.74,52.0,7.734558844354756,6.077642243349034,7.10002716662926,6.093569770045136,4.0208,323100.0,False,False,False,False,True,0.7857774910827577,1.26929847958358
-117.98,33.83,17.0,8.13739583005665,6.838405200847344,7.8083230503910555,6.642486801367256,3.2823,228500.0,True,False,False,False,False,0.84036777166335,1.2250526155929569
-120.83,37.79,16.0,6.795705775173514,5.10594547390058,6.3080984415095305,5.049856007249537,3.6875,121900.0,False,True,False,False,False,0.7513488139162722,1.3457226830661404
-117.03,32.73,32.0,7.467942332285852,5.811140992976701,6.905753276311464,5.817111159963204,3.4784,154400.0,False,False,False,False,True,0.7781448670075599,1.2837888303879499
-118.75,34.33,27.0,6.282266746896006,4.454347296253507,5.497168225293202,4.356708826689592,8.2787,330000.0,True,False,False,False,False,0.7090350466978098,1.441975352681426
-117.32,34.07,26.0,6.879355804460439,5.5053315359323625,6.385194398997726,5.337538079701318,2.1125,84000.0,False,True,False,False,False,0.8002684687951179,1.2888630866396367
-117.81,33.88,19.0,7.725771441587952,5.648974238161206,6.807934943699926,5.634789603169249,9.2327,461300.0,True,False,False,False,False,0.7311857826588924,1.3710842792147278
-119.09,35.3,3.0,7.945201132412759,6.253828811575473,7.21081845347222,6.206575926724928,3.6852,109800.0,False,True,False,False,False,0.7871202638360826,1.2801263089687627
-122.49,38.22,33.0,7.304515946460155,5.673323267171493,6.661854740545311,5.616771097666572,3.5647,251800.0,False,False,False,True,False,0.7766870944981432,1.3004831102151801
-117.88,33.72,38.0,7.259819610363186,5.707110264748875,7.1204443723924875,5.575949103146316,3.9844,165300.0,True,False,False,False,False,0.7861228750921219,1.3019881415823398
-117.75,33.54,21.0,9.072456664612796,7.3427791893318455,8.062747901086354,7.242082359256962,5.0907,378200.0,True,False,False,False,False,0.8093484996155921,1.2527414374149193
-118.09,33.84,23.0,8.392310009269547,6.814542897259958,7.7752758464868625,6.716594773520978,4.54,213100.0,True,False,False,False,False,0.8119984711876825,1.2494888097693178
-121.34,37.97,33.0,7.821643126239982,6.12029741895095,7.093404625868766,6.07993319509559,3.765,94600.0,False,True,False,False,False,0.7824823147988724,1.2864685968177005
-122.3,37.81,52.0,6.918695219020472,5.3471075307174685,6.405228458030842,5.236441962829949,1.1667,78400.0,False,False,False,True,False,0.7728491227677603,1.3212588372279745
-118.92,35.37,17.0,8.185907481482324,6.553933404025811,7.465655310134056,6.46302945692067,2.4919,75700.0,False,True,False,False,False,0.8006361443556174,1.2665743729075505
-118.42,34.02,21.0,8.08487062913819,6.704414354964107,7.261225091971921,6.661854740545311,3.6488,340800.0,True,False,False,False,False,0.8292543767863315,1.213606562138339
-122.23,37.8,52.0,7.133295954896068,5.703782474656201,6.739336627357174,5.638354669333745,2.3929,111900.0,False,False,False,True,False,0.7995998638947968,1.2651378590447862
-119.91,36.83,29.0,7.698936199813447,5.905361848054571,6.9782137426306985,5.846438775057725,3.8056,165400.0,False,True,False,False,False,0.767036080672764,1.3168591164691419
-121.82,37.31,15.0,7.316548177182976,5.68697535633982,7.145196134997171,5.676753802268282,5.5145,219400.0,True,False,False,False,False,0.7772757342150687,1.2888612809418432
-121.88,37.46,5.0,7.506591780070841,5.5053315359323625,6.688354713946762,5.43372200355424,10.9722,500001.0,True,False,False,False,False,0.7333996169271386,1.381482485699622
-121.94,37.33,34.0,7.501082124259871,5.762051382780177,6.761572768804055,5.713732805509369,4.3,330500.0,True,False,False,False,False,0.768162684707137,1.3128163985944672
-122.19,37.48,45.0,6.787844982309579,5.111987788356544,6.20050917404269,5.159055299214529,4.2708,267000.0,False,False,False,True,False,0.7531090945181218,1.3157147168674534
-119.7,34.43,35.0,7.246368080102461,5.91350300563827,6.484635235635252,5.955837369464831,2.6205,318800.0,True,False,False,False,False,0.8160643980914996,1.2166833361256795
-117.77,33.71,4.0,7.4067107301776405,5.7745515455444085,6.756932389247553,5.707110264748875,5.5631,227800.0,True,False,False,False,False,0.7796377846939235,1.297804035069498
-121.31,36.42,21.0,7.916078096302786,6.423246963533519,7.875119281040293,6.336825731146441,2.6629,102700.0,True,False,False,False,False,0.8114178366347226,1.2492182098987012
-117.12,32.76,17.0,7.352441100243583,6.137727054086234,6.71174039505618,6.061456918928017,2.0139,150000.0,False,False,False,False,True,0.8347876535703079,1.2129824889597467
-115.52,32.67,6.0,7.9391588179567965,6.366470447731438,7.940227765145702,6.38856140554563,2.0625,67700.0,False,True,False,False,False,0.801907430461241,1.2427146448127055
-118.33,34.11,48.0,7.379008127628304,6.142037405587356,6.665683717782408,6.135564891081739,3.0642,342900.0,True,False,False,False,False,0.8323662610684067,1.202661573729577
-120.42,34.96,19.0,7.740229524763182,6.238324625039508,7.1284959456800365,6.2422232654551655,2.212,132000.0,True,False,False,False,False,0.8059611934092321,1.239979602715922
-122.03,37.91,29.0,8.60135049942296,6.77078942390898,7.745435610274381,6.792344427470809,5.0362,275300.0,False,False,False,True,False,0.7871774815319074,1.2663301443660375
-122.47,37.76,52.0,7.81035268372429,6.194405391104672,7.065613363597717,6.212606095751519,4.0793,306700.0,False,False,False,True,False,0.7931018792548215,1.2571781573380916
-118.38,33.97,43.0,7.906915488678587,6.129050210060545,7.049254841255837,6.075346031088684,7.4897,362600.0,True,False,False,False,False,0.775150590497185,1.3014757428165273
-118.41,34.19,45.0,7.009408932708637,5.420534999272286,6.39024066706535,5.43372200355424,3.6625,190700.0,True,False,False,False,False,0.7733226940117526,1.289982985534359
-118.19,33.86,36.0,7.607878073278507,6.304448802421981,7.414572881350589,6.259581464064923,3.1215,153600.0,True,False,False,False,False,0.8286737434141302,1.2153972461184346
-118.03,33.85,23.0,8.611775833902186,7.040536390215956,7.96346006663897,6.912742820493176,3.9156,224100.0,True,False,False,False,False,0.8175475681216998,1.245782760552315
-118.35,33.84,22.0,9.482959566750917,8.210939733379021,8.879193928110318,8.167068178341237,3.5414,354700.0,True,False,False,False,False,0.865862569125377,1.1611216362683705
-117.1,32.57,26.0,7.759614150696903,5.918893854273146,7.108244139731541,5.921578419643816,4.3601,144900.0,False,False,False,False,True,0.7627819810784743,1.3103962492425534
-118.27,34.08,38.0,7.725771441587952,6.687108607866515,7.9724660159745655,6.675823221634848,2.5521,157500.0,True,False,False,False,False,0.8655586899542098,1.1572762167443944
-117.05,32.67,32.0,8.349484346990128,6.666956792429207,7.952615111651,6.679599185844383,3.9646,137800.0,False,False,False,False,True,0.7984872496745923,1.2499978089530608
-118.35,33.99,47.0,7.688913336864796,5.942799375126701,6.833031732786201,5.918893854273146,4.9531,180100.0,True,False,False,False,False,0.7729049756138773,1.2990456538283388
-118.07,33.88,16.0,8.504107951867582,6.716594773520978,7.889459149404524,6.698268054115413,5.748,284200.0,True,False,False,False,False,0.7898059163331705,1.2695980338742432
-115.56,32.78,35.0,7.078341579557671,5.313205979041787,6.423246963533519,5.2574953720277815,4.6154,86200.0,False,True,False,False,False,0.750628649285079,1.3463333923635203
-121.36,38.66,14.0,6.6293632534374485,4.955827057601261,6.052089168924417,5.049856007249537,3.6953,116100.0,False,True,False,False,False,0.7475570229209528,1.3127826306176615
-121.32,38.02,26.0,7.955775781534187,6.280395838960195,7.3427791893318455,6.214608098422191,3.5379,99100.0,False,True,False,False,False,0.7894133785843179,1.2801733682215706
-118.41,34.18,35.0,7.588829878307813,5.953243334287785,6.78332520060396,6.008813185442595,4.375,291700.0,True,False,False,False,False,0.7844744749522916,1.2629498778050026
-118.24,34.16,40.0,7.843848638152472,6.3835066348840055,7.053585727193677,6.304448802421981,3.3333,374300.0,True,False,False,False,False,0.8138232810657049,1.2441767526352343
-122.46,37.66,36.0,7.8383433155571165,6.113682179832232,7.237778191923443,6.07993319509559,5.3398,260900.0,False,False,False,False,True,0.779971217603869,1.2892153686622672
-122.43,37.73,49.0,7.269616749608169,5.777652323222656,6.9167150203536085,5.799092654460526,4.0,264000.0,False,False,False,True,False,0.7947671138969011,1.2535783066022494
-121.29,38.14,34.0,7.313886831633462,5.823045895483019,6.51471269087253,5.645446897643238,2.515,110800.0,False,True,False,False,False,0.7961629745619836,1.2955372646737204
-121.99,37.26,17.0,8.302761580704049,6.416732282512326,7.055312843339752,6.329720905522696,8.2069,442500.0,True,False,False,False,False,0.7728431341958644,1.3117105326808123
-117.37,33.97,34.0,8.209852481301272,6.548219102762372,7.8838232148921525,6.52649485957079,2.5804,92400.0,False,True,False,False,False,0.7976049652142435,1.2579267521006194
-121.94,37.53,33.0,7.647786045440933,5.8377304471659395,6.848005274576363,5.720311776607412,5.761,259600.0,True,False,False,False,False,0.7633229293392667,1.336952659943417
-118.26,34.01,46.0,6.779921907472252,5.537334267018537,6.918695219020472,5.402677381872279,2.1776,118300.0,True,False,False,False,False,0.8167253756884366,1.2549188908116318
-117.14,33.39,17.0,7.969011781106478,6.376726947898627,7.566311014772463,6.236369590203704,3.8547,208300.0,True,False,False,False,False,0.8001904280047675,1.2778286574972184
-118.91,34.18,17.0,8.0774471493312,6.57507584059962,7.231287004327616,6.598509028614515,2.8958,176000.0,True,False,False,False,False,0.8140041920477347,1.2241321659640458
-122.26,37.86,52.0,8.236155661683124,6.61338421837956,7.2875606403097235,6.522092798170152,2.9405,289500.0,False,False,False,True,False,0.802969794408677,1.2628087205373515
-118.55,34.38,24.0,8.73985662749357,6.9363427358340495,7.938802248154481,6.907755278982137,6.3002,282900.0,True,False,False,False,False,0.7936449110634055,1.2652238353153407
-117.06,32.6,33.0,6.80903930604298,5.327876168789581,6.897704943128636,5.407171771460119,2.7014,108200.0,False,False,False,False,True,0.782471054919763,1.2592607732534284
-117.22,32.74,52.0,7.13966033596492,5.313205979041787,6.320768294250582,5.3471075307174685,7.2758,345200.0,False,False,False,False,True,0.7441818978806799,1.3352378449376217
-118.14,33.8,43.0,7.826842098158293,6.2766434893416445,7.115582126184454,6.298949246855942,3.4211,203900.0,False,False,False,False,True,0.8019381776998644,1.2425631309960123
-118.37,34.14,8.0,8.38548870041881,7.353081920515432,7.668093709082406,7.252762418053187,3.5714,197900.0,True,False,False,False,False,0.8768817397784086,1.1561786002456251
-122.25,38.12,47.0,7.200424892944957,5.700443573390687,6.678342114654332,5.659482215759621,2.5865,109800.0,False,False,False,True,False,0.791681554650481,1.2722762645837749
-118.06,33.72,22.0,8.369157112588834,6.2766434893416445,7.2633296174768365,6.280395838960195,9.8177,500001.0,False,False,False,False,True,0.7499731938238269,1.332584334998614
-119.35,35.58,13.0,7.4133673356952405,5.8944028342648505,7.079184394609668,5.932245187448011,1.1903,63200.0,False,True,False,False,False,0.7951046491225922,1.2496731172509734
-121.22,37.8,13.0,5.817111159963204,4.499809670330265,5.5134287461649825,4.356708826689592,1.6111,74100.0,False,True,False,False,False,0.7735471347531767,1.335207697224808
-122.18,37.81,30.0,5.680172609017068,3.6635616461296463,4.844187086458591,3.970291913552122,6.3624,483300.0,False,False,False,True,False,0.644973647510971,1.4306687600547632
-122.25,37.47,38.0,6.470799503782602,4.8283137373023015,5.583496308781699,4.6443908991413725,5.4688,305000.0,False,False,False,False,True,0.7461695783465149,1.3932504055545551
-118.33,34.19,46.0,7.65728279297819,6.139884552226255,7.033506484287697,6.0867747269123065,3.7344,222000.0,True,False,False,False,False,0.8018359407930702,1.2580197455184232
-117.98,34.01,27.0,7.880048200971577,6.037870919922137,7.20414929203594,5.945420608606575,5.7057,262100.0,True,False,False,False,False,0.7662225872143388,1.325397935608532
-121.92,36.62,52.0,6.591673732008658,5.087596335232384,5.749392985908253,4.962844630259907,3.4327,254500.0,False,False,False,False,True,0.7718216255952428,1.3282047339981806
-120.83,38.74,17.0,8.212297138229768,6.654152520183219,7.44716835960004,6.5998704992128365,2.2269,128300.0,False,True,False,False,False,0.8102668970910591,1.244311860241689
-117.06,32.57,17.0,7.720017940432244,5.937536205082426,7.482681828154651,5.902633333401366,4.6364,141100.0,False,False,False,False,True,0.7691091200689597,1.3078938677669174
-120.7,35.55,10.0,8.289037098278483,6.635946555686647,7.51479976048867,6.51025834052315,3.5,172100.0,True,False,False,False,False,0.8005690500606928,1.2732270617716215
-119.68,36.32,26.0,6.385194398997726,4.804021044733257,5.594711379601839,4.762173934797756,1.7596,120800.0,False,True,False,False,False,0.7523687995290067,1.340815032466658
-119.17,34.19,28.0,7.275864600546533,6.2324480165505225,7.671360923190644,6.082218910376446,1.6964,175000.0,False,False,False,False,True,0.8565920833769181,1.1962516817889752
-121.06,39.22,52.0,7.4673710669175595,6.0473721790462776,6.731018100482083,5.971261839790462,2.325,109700.0,False,True,False,False,False,0.809839517127754,1.2505516032068018
-119.29,34.45,26.0,7.955074273262696,6.284134161070802,7.232733136177615,6.278521424165844,2.6893,230800.0,True,False,False,False,False,0.78995292126838,1.2670298842405552
-118.17,33.97,31.0,8.128290171607052,6.966024187106113,8.177234885510194,6.86484777797086,2.4049,159000.0,True,False,False,False,False,0.8570097818898182,1.1840452162232278
-122.15,37.47,39.0,7.16703787691222,5.480638923341991,6.340359303727752,5.493061443340548,5.6407,326400.0,False,False,False,True,False,0.764700705851888,1.304743802857166
-120.6,35.1,16.0,8.098946748943339,6.532334292222349,7.311886164077165,6.486160788944089,2.6875,178200.0,True,False,False,False,False,0.8065659022976803,1.2486503206562973
-121.9,38.02,12.0,7.311886164077165,5.8888779583328805,6.8501261661455,5.834810737062605,2.1417,122200.0,False,True,False,False,False,0.8053842505459899,1.2531488155446424
-121.68,36.72,12.0,9.864486815186396,8.41027590907016,9.4054136126953,8.38320455141292,3.2652,152800.0,True,False,False,False,False,0.8525811901459004,1.1766964237469093
-121.95,37.27,17.0,7.193685818395112,5.605802066295998,6.013715156042802,5.556828061699537,1.7171,181300.0,True,False,False,False,False,0.7792670138528004,1.2945669253251912
-121.71,36.9,16.0,7.427144133408616,5.655991810819852,7.00669522683704,5.62040086571715,4.6125,253800.0,True,False,False,False,False,0.7615298302046132,1.3214616378543544
-117.05,32.72,35.0,7.48324441607385,5.91350300563827,7.055312843339752,5.869296913133774,3.4107,117000.0,False,False,False,False,True,0.7902325083671182,1.2749814035354954
-121.79,38.0,34.0,8.036249942132116,6.386879319362645,7.370860166536716,6.340359303727752,3.6118,124700.0,False,True,False,False,False,0.7947586704437577,1.2674754784649638
